,Unnamed: 0.1,Unnamed: 0,Hashtag,item_id,TikTok Link,Start Week Day,End Week Day,Video views,Engagement rate,Like count,Comment count,Share count,brand,audio_path,transcription,size,translated,polarity,sentiment_label,subjectivity
50,51,75,ferrari458spider,7.46376661762578e+18,https://www.tiktok.com/@gdpower47/video/7463766617625775367,2025-01-20 00:00:00,2025-04-13 00:00:00,207915,0.0317485510905899,6359,75,167,ferrari,data/ferrari/7463766617625775367.mp3,"We did it in the house, the house We're the man, we did it in the house Yeah, it's a full-back, it's a full-back I got the power, the power, power, power, power, power, power, power Yeah, yeah, I got the quarter, shala shala order, shala, the power, the power, the power, the power Yeah, yeah, I'm not waste show time, get, gotta beat me, prove it my wrong, God, all that we see I got the power, the power, power, power, I'm not a dao",434,"We did it in the house, the house We're the man, we did it in the house Yeah, it's a full-back, it's a full-back I got the power, the power, power, power, power, power, power, power Yeah, yeah, I got the quarter, shala shala order, shala, the power, the power, the power, the power Yeah, yeah, I'm not waste show time, get, gotta beat me, prove it my wrong, God, all that we see I got the power, the power, power, power, I'm not a dao",-0.2,negative,0.45
51,52,78,ferrari458spider,7.33585634388404e+18,https://www.tiktok.com/@hercegcsabi.official/video/7335856343884041504,2024-09-02 00:00:00,2025-04-13 00:00:00,55614,0.036843240910562,1968,20,61,ferrari,data/ferrari/7335856343884041504.mp3,this in part is construction problems this technique is pretty cool,67,this in part is construction problems this technique is pretty cool,0.3,positive,0.825
52,53,79,ferrari458spider,7.33623434406055e+18,https://www.tiktok.com/@hercegcsabi.official/video/7336234344060554529,2024-09-02 00:00:00,2025-04-13 00:00:00,54231,0.034850915528019,1792,48,50,ferrari,data/ferrari/7336234344060554529.mp3,"Szevasztok, fiai! Apátok puszton egy évesen megvásárolt egy Ferrari 458 Spider. Úgy gondolom, hogy ez nem kis donok, daki azt mondja, azt próbálja után amicsán. A világon sem egy csok mindenkinek, nem oly Magyarországon, és mint tudjátok, Magyarországon én vagyok a top egy megkérdő érezkettenül, és mint tudjátok, Ferrari...",325,"Hi, sons! Your abbot bought a Ferrari 458 Spider at the age of one. I think this is not a small Don, Daki says he tries after Amisa. Not a chocolate in the world, not so much in Hungary, and as you know, in Hungary I am the top as a questionable feeling, and as you know, Ferrari ...",0.045,positive,0.5
53,54,80,ferrari488gtb,7.47972702869088e+18,https://www.tiktok.com/@rseitalia/video/7479727028690881814,2025-03-31 00:00:00,2025-05-25 00:00:00,6568378,0.0013814673881436,8632,102,340,ferrari,data/ferrari/7479727028690881814.mp3,serious home mirrors submerged,30,serious home mirrors submerged,-0.3333333333333333,negative,0.6666666666666666
54,55,81,ferrari488gtb,7.49798339069666e+18,https://www.tiktok.com/@zoelie.tra/video/7497983390696656150,2025-04-28 00:00:00,2025-05-25 00:00:00,1824510,0.206146307775786,342152,1454,32510,ferrari,data/ferrari/7497983390696656150.mp3,"""...okay...""",12,"""...okay...""",0.0,neutral,0.0
55,56,83,ferrari488gtb,7.41320446081136e+18,https://www.tiktok.com/@abamrongg2nd/video/7413204460811357448,2024-09-09 00:00:00,2025-05-25 00:00:00,1205460,0.0287085427969405,34232,170,205,ferrari,data/ferrari/7413204460811357448.mp3,난 совсем Live in my hear with a truck full of contraband,56,난 совсем Live in my hear with a truck full of contraband,0.24318181818181817,positive,0.525
56,57,85,ferrari488pista,7.48221370212549e+18,https://www.tiktok.com/@steve16_2002/video/7482213702125489416,2025-03-10 00:00:00,2025-05-25 00:00:00,2811932,0.121567306748527,299106,5076,37657,ferrari,data/ferrari/7482213702125489416.mp3,"Keep dancing all night long. You shake that, I just you said. I learned the way you move that. DJ just play.",108,"Keep dancing all night long. You shake that, I just you said. I learned the way you move that. DJ just play.",-0.05,negative,0.4
57,58,86,ferrari488pista,7.43390379956113e+18,https://www.tiktok.com/@supercarconnection/video/7433903799561129262,2024-11-04 00:00:00,2025-05-25 00:00:00,1982012,0.0735711993671077,143212,1161,1446,ferrari,data/ferrari/7433903799561129262.mp3,"Pista or SF90 for 450. Pista. Pista all the way. Pista. And you guys are going to sit down. I'm going to SF90. Actually, bro, you're talking about a thousand horsepower for 450. We mean the pieces just so much more fun to drive. So much more. So what makes it more fun to drive? It just like tingles your spine more. I don't know. The steering feel on the piece is better. The suspension is nicer. It communicates. I agree. Or it it's just more special. Sounds better. It's more special. It looks cooler. It looks way better. If you guys want to just look at my tail.",567,"Pista or SF90 for 450. Pista. Pista all the way. Pista. And you guys are going to sit down. I'm going to SF90. Actually, bro, you're talking about a thousand horsepower for 450. We mean the pieces just so much more fun to drive. So much more. So what makes it more fun to drive? It just like tingles your spine more. I don't know. The steering feel on the piece is better. The suspension is nicer. It communicates. I agree. Or it it's just more special. Sounds better. It's more special. It looks cooler. It looks way better. If you guys want to just look at my tail.",0.33413938492063494,positive,0.44495287698412694
58,59,87,ferrari488pista,7.48393046338859e+18,https://www.tiktok.com/@rgbyxs/video/7483930463388585271,2025-03-17 00:00:00,2025-05-25 00:00:00,1250103,0.109844548809178,131921,882,4514,ferrari,data/ferrari/7483930463388585271.mp3,"All about me, that's the energy, that's the limit, everything, I'm a 10 piece baby Bedroom fully in a bando, he gon' make it flip through it with no handles Never switch your sides, only switchin' angles Ooh, we gon' pay the light when I'm gone What it is, ho, what's up? Every good girl needs a lift up Every rock boy needs a little love If you put it down, I'mma pick it up, but it's not me",392,"All about me, that's the energy, that's the limit, everything, I'm a 10 piece baby Bedroom fully in a bando, he gon' make it flip through it with no handles Never switch your sides, only switchin' angles Ooh, we gon' pay the light when I'm gone What it is, ho, what's up? Every good girl needs a lift up Every rock boy needs a little love If you put it down, I'mma pick it up, but it's not me",0.20949074074074078,positive,0.6148148148148148
59,60,88,ferrari488pista,7.46494254815545e+18,https://www.tiktok.com/@solodeportes.ok/video/7464942548155452678,2025-01-27 00:00:00,2025-05-25 00:00:00,1107071,0.0028570886600769,2932,26,205,ferrari,data/ferrari/7464942548155452678.mp3,"Encontrar toda la colección de Puma, Ferrari, Motorsports en www.solio-fortes.com.br Con 6 botas sin interés",108,"Find the entire Puma, Ferrari, Motorsports collection at www.solio-fortes.com.br with 6 boots without interest",0.0,neutral,0.625
60,61,89,ferrari488pista,7.47670512719002e+18,https://www.tiktok.com/@kexcars/video/7476705127190023431,2025-02-24 00:00:00,2025-05-25 00:00:00,1091352,0.281272220145288,271360,812,34795,ferrari,data/ferrari/7476705127190023431.mp3,And I'll see you in the next video. Bye. Bye. Bye. Bye.,55,And I'll see you in the next video. Bye. Bye. Bye. Bye.,0.0,neutral,0.0
61,62,91,ferrari488spider,7.27945139438868e+18,https://www.tiktok.com/@the.autohall/video/7279451394388675846,2024-09-02 00:00:00,2025-05-25 00:00:00,386885,0.0129883557129379,4810,114,101,ferrari,data/ferrari/7279451394388675846.mp3,"Ini adalah contoh penggunaan mobil Ferrari yang salah. Taukah kamu, pada Ferrari 488 Pista ini, terdapat lubang pada bagian depan mobil, bagian ini dinamakan SDOT yang merupakan teknologi yang diadaptasi dari mobil balep Ferrari F1 yang berfungsi untuk meningkatkan downforce dan juga stability. Nah, sekarang kamu sudah tahu, jangan lupa untuk share ke teman-teman kamu ya.",374,"This is an example of the wrong use of Ferrari cars. Do you know, in this Ferrari 488 Pista, there is a hole in the front of the car, this section is called SDOT which is a technology adapted from the Ferrari F1 Balep car which serves to increase downforce and also stability. Now, you already know, don't forget to share with your friends.",-0.5,negative,0.9
62,63,92,ferrari488spider,7.25113947497595e+18,https://www.tiktok.com/@kingpinos/video/7251139474975952133,2024-09-02 00:00:00,2025-05-25 00:00:00,318395,0.0519543334537288,16127,132,283,ferrari,data/ferrari/7251139474975952133.mp3,May sundot first of all! Hey! Hi! Ang ganda naman na sundot! I love you!,72,May Sundot First Of All! Hey! Hi! What a nice to be! I love you!,0.62109375,positive,0.6444444444444444
63,64,94,ferrari488spider,7.49096304103143e+18,https://www.tiktok.com/@daytonabarbie/video/7490963041031425302,2025-04-07 00:00:00,2025-05-25 00:00:00,187771,0.0806887112493409,14228,117,806,ferrari,data/ferrari/7490963041031425302.mp3,"Kauft ihn bis da 4, 8, 8, 1 von 1 Das Gefühl, wenn das Geld alle wund'n'n'ight Fööö, Pulle Katir und ich zöööö Auf meinen Schoß, mein B...",138,"Buy it up until there 4, 8, 8, 1 of 1 when the money all wound'n'n'n'n'n'n'n'n'n'n'n'n'n'n'n'n'n'n'n'n'ight fööö, Pulle Katir and I zöööö on my lap, my B ...",0.0,neutral,0.0
64,65,95,ferrari512bb,7.39751520564061e+18,https://www.tiktok.com/@7luxurywheels7/video/7397515205640604961,2024-09-02 00:00:00,2025-05-25 00:00:00,271281,0.0571215824182305,14542,72,882,ferrari,data/ferrari/7397515205640604961.mp3,"You wanted, I wanted, she wanted, so come get it We forget, no regret, tonight I'ma make you taste it Come y'all now, why no more, shake your body and lose control Come y'all now, let them know, drop it down, now move it slow Come y'all now, why no more, shake your body and shake that ass Come y'all now, look so hard",318,"You wanted, I wanted, she wanted, so come get it We forget, no regret, tonight I'ma make you taste it Come y'all now, why no more, shake your body and lose control Come y'all now, let them know, drop it down, now move it slow Come y'all now, why no more, shake your body and shake that ass Come y'all now, look so hard",-0.24944444444444444,negative,0.4461111111111111
65,66,96,ferrari512bb,7.40748757119597e+18,https://www.tiktok.com/@mateospots/video/7407487571195972870,2024-09-02 00:00:00,2025-05-25 00:00:00,232090,0.132995820586841,29058,19,1790,ferrari,data/ferrari/7407487571195972870.mp3,Outro,5,Other,-0.125,negative,0.375
66,67,97,ferrari512bb,7.39757622524753e+18,https://www.tiktok.com/@7luxurywheels7/video/7397576225247530273,2024-09-02 00:00:00,2025-05-25 00:00:00,220252,0.0748097633619672,15573,75,829,ferrari,data/ferrari/7397576225247530273.mp3,"I wanted, I wanted, she wanted, so committed We forget, no regret, tonight I'ma make you taste it Go get a long wine, don't know, shake your body and lose control Go get a long, let them know, drop it down on you, it's low Go get a long wine, don't force it, shake your body and shake that ass Oh, young girl, look so bad, look young",333,"I wanted, I wanted, she wanted, so committed We forget, no regret, tonight I'ma make you taste it Go get a long wine, don't know, shake your body and lose control Go get a long, let them know, drop it down on you, it's low Go get a long wine, don't force it, shake your body and shake that ass Oh, young girl, look so bad, look young",-0.10069444444444442,negative,0.40694444444444444
67,68,98,ferrari512bb,7.39790331954651e+18,https://www.tiktok.com/@7luxurywheels7/video/7397903319546514721,2024-09-02 00:00:00,2025-05-25 00:00:00,156000,0.0735897435897435,10871,39,570,ferrari,data/ferrari/7397903319546514721.mp3,"You wanted, I wanted, she wanted, so come get it We forget, no regret, tonight I'ma make you taste it Come y'all now, why no more, shake your body and lose control Come y'all now, let them know, drop it down, now move it slow Come y'all now, why no more, shake your body and shake that ass Come y'all now, look so hard",318,"You wanted, I wanted, she wanted, so come get it We forget, no regret, tonight I'ma make you taste it Come y'all now, why no more, shake your body and lose control Come y'all now, let them know, drop it down, now move it slow Come y'all now, why no more, shake your body and shake that ass Come y'all now, look so hard",-0.24944444444444444,negative,0.4461111111111111
68,69,100,ferrari612scaglietti,7.39751520564061e+18,https://www.tiktok.com/@7luxurywheels7/video/7397515205640604961,2024-09-02 00:00:00,2025-05-25 00:00:00,271279,0.0571220035461646,14542,72,882,ferrari,data/ferrari/7397515205640604961.mp3,"You wanted, I wanted, she wanted, so come get it We forget, no regret, tonight I'ma make you taste it Come y'all now, why no more, shake your body and lose control Come y'all now, let them know, drop it down, now move it slow Come y'all now, why no more, shake your body and shake that ass Come y'all now, look so hard",318,"You wanted, I wanted, she wanted, so come get it We forget, no regret, tonight I'ma make you taste it Come y'all now, why no more, shake your body and lose control Come y'all now, let them know, drop it down, now move it slow Come y'all now, why no more, shake your body and shake that ass Come y'all now, look so hard",-0.24944444444444444,negative,0.4461111111111111
69,70,101,ferrari612scaglietti,7.40748757119597e+18,https://www.tiktok.com/@mateospots/video/7407487571195972870,2024-09-02 00:00:00,2025-05-25 00:00:00,232093,0.132998410120081,29059,19,1790,ferrari,data/ferrari/7407487571195972870.mp3,Outro,5,Other,-0.125,negative,0.375
70,71,102,ferrari612scaglietti,7.39757622524753e+18,https://www.tiktok.com/@7luxurywheels7/video/7397576225247530273,2024-09-02 00:00:00,2025-05-25 00:00:00,220247,0.0748069213201542,15572,75,829,ferrari,data/ferrari/7397576225247530273.mp3,"I wanted, I wanted, she wanted, so committed We forget, no regret, tonight I'ma make you taste it Go get a long wine, don't know, shake your body and lose control Go get a long, let them know, drop it down on you, it's low Go get a long wine, don't force it, shake your body and shake that ass Oh, young girl, look so bad, look young",333,"I wanted, I wanted, she wanted, so committed We forget, no regret, tonight I'ma make you taste it Go get a long wine, don't know, shake your body and lose control Go get a long, let them know, drop it down on you, it's low Go get a long wine, don't force it, shake your body and shake that ass Oh, young girl, look so bad, look young",-0.10069444444444442,negative,0.40694444444444444
71,72,103,ferrari612scaglietti,7.39790331954651e+18,https://www.tiktok.com/@7luxurywheels7/video/7397903319546514721,2024-09-02 00:00:00,2025-05-25 00:00:00,156000,0.0735897435897435,10871,39,570,ferrari,data/ferrari/7397903319546514721.mp3,"You wanted, I wanted, she wanted, so come get it We forget, no regret, tonight I'ma make you taste it Come y'all now, why no more, shake your body and lose control Come y'all now, let them know, drop it down, now move it slow Come y'all now, why no more, shake your body and shake that ass Come y'all now, look so hard",318,"You wanted, I wanted, she wanted, so come get it We forget, no regret, tonight I'ma make you taste it Come y'all now, why no more, shake your body and lose control Come y'all now, let them know, drop it down, now move it slow Come y'all now, why no more, shake your body and shake that ass Come y'all now, look so hard",-0.24944444444444444,negative,0.4461111111111111
72,73,104,ferrari612scaglietti,7.47461215473841e+18,https://www.tiktok.com/@lu.semua.keren/video/7474612154738412806,2025-02-24 00:00:00,2025-05-25 00:00:00,153877,0.110939256679036,15592,90,1389,ferrari,data/ferrari/7474612154738412806.mp3,"Don't play around, Derbysterino, plug Aussie jokes in VJ foranky meme from green movies Oh please, watch my Senators Show in previews",133,"Don't play around, Derbysterino, plug Aussie jokes in VJ foranky meme from green movies Oh please, watch my Senators Show in previews",-0.2,negative,0.3
73,74,105,ferrari812competizione,7.48058530078424e+18,https://www.tiktok.com/@vlcarvn/video/7480585300784237831,2025-03-10 00:00:00,2025-05-25 00:00:00,2196784,0.177096155106738,353563,1650,33829,ferrari,data/ferrari/7480585300784237831.mp3,Kneeling Hahaha,15,Kneeling Hahaha,0.2,positive,0.4
74,75,107,ferrari812competizione,7.46208486149122e+18,https://www.tiktok.com/@car.nales/video/7462084861491219718,2025-01-20 00:00:00,2025-05-25 00:00:00,1218462,0.129664281692823,144531,996,12464,ferrari,data/ferrari/7462084861491219718.mp3,Este es el nuevo Ferrari 2D Chichilindri Y es el primero en Latinoamérica Este cabalino rampante tiene motor B12 naturalmente aspirado lo que significa que no es hibrido no tiene turbos de 6.5 litros que genera 818 caballos de fuerza y además está cubierto en fibra de carbono Tiene el mismo motor que el 812 se competicioné pero mejorado Tienes dos aeroflabs dinámicos para generar downforce Tienes este difusor enorme de fibra de carbono y una cajuela bastante amplia y además escucha de no-mans,497,This is the new Ferrari 2D Chichilindri and it is the first in Latin America this rampant Kabin has naturally aspirated B12 which means that it is not hybrid does not have 6.5 -liter turbos that generates 818 horsepower and is also covered in carbon fiber has the same engine that the 812 was competitive but improved you have two dynamic aeroflabs to generate DownForce you have this huge diffuser. carbon fiber and a fairly wide trunk and also listen to non-mans,0.11233766233766232,positive,0.3970779220779221
75,76,108,ferrari812competizione,7.47670512719002e+18,https://www.tiktok.com/@kexcars/video/7476705127190023431,2025-02-24 00:00:00,2025-05-25 00:00:00,1091380,0.281270501566824,271366,812,34795,ferrari,data/ferrari/7476705127190023431.mp3,"Think about it, km test.",24,"Think about it, km test.",0.0,neutral,0.0
76,77,109,ferrari812competizione,7.45877460453065e+18,https://www.tiktok.com/@exoticswithkamal/video/7458774604530650375,2025-01-06 00:00:00,2025-05-25 00:00:00,967479,0.0295386256445876,25897,392,2289,ferrari,data/ferrari/7458774604530650375.mp3,طب شو أخير أسيارة موجودة في مقصد؟ ات 12 كومبتتشونة كومبتشونة اعجل عربية مرخصة في التاريخ مصر شو مصر أعتقد أنه ديسة عراها ممكن يكون معدي الم250 مليون جنيه مصر ايه رخم بخيرو,171,"What is the last calendar in a destination? A 12 Kometcuna Combchouna Ajd Arab licensed in history, Egypt, Egypt.",0.0,neutral,0.06666666666666667
77,78,110,ferrari812gts,7.43859297381583e+18,https://www.tiktok.com/@ms_gho5t/video/7438592973815827745,2024-11-18 00:00:00,2025-05-25 00:00:00,2205425,0.141292948071233,286912,2610,22089,ferrari,data/ferrari/7438592973815827745.mp3,That is loud! It's perfect! Hit my car! Hit! Hit! Hit! Hit! Hit! Hit! Hit! Hit! Hit! Hit! Oh my god! Hit!,105,That is loud! It's perfect! Hit my car! Hit! Hit! Hit! Hit! Hit! Hit! Hit! Hit! Hit! Hit! Oh my god! Hit!,0.5625,positive,0.9
78,79,111,ferrari812gts,7.48485940233225e+18,https://www.tiktok.com/@kevinpakmancars/video/7484859402332245290,2025-03-17 00:00:00,2025-05-25 00:00:00,2100444,0.186457244277877,363588,440,27615,ferrari,data/ferrari/7484859402332245290.mp3,You know Like a way sit on brown,32,You know Like a way sit on brown,0.0,neutral,0.0
79,80,112,ferrari812gts,7.41265327886697e+18,https://www.tiktok.com/@coralcars/video/7412653278866967838,2024-09-09 00:00:00,2025-05-25 00:00:00,2063128,0.211744012005072,415473,505,20877,ferrari,data/ferrari/7412653278866967838.mp3,"Hey, you know I'm a slaughter like I'm chasing Like a way to don't brown",72,"Hey, you know I'm a slaughter like I'm chasing Like a way to don't brown",0.0,neutral,0.0
80,81,113,ferrari812gts,7.45453866455979e+18,https://www.tiktok.com/@bigbike.hypercar/video/7454538664559791378,2024-12-30 00:00:00,2025-05-25 00:00:00,1206476,0.100100623634453,117809,435,2525,ferrari,data/ferrari/7454538664559791378.mp3,Bitixx,6,Bitixx,0.0,neutral,0.0
81,82,114,ferrari812gts,7.47670512719002e+18,https://www.tiktok.com/@kexcars/video/7476705127190023431,2025-02-24 00:00:00,2025-05-25 00:00:00,1091395,0.281270300853495,271370,812,34795,ferrari,data/ferrari/7476705127190023431.mp3,or,2,or,0.0,neutral,0.0
82,83,115,ferrari812superfast,7.48899806451499e+18,https://www.tiktok.com/@rseitalia/video/7488998064514993430,2025-04-07 00:00:00,2025-05-25 00:00:00,7816930,0.0008571139820875,6304,140,256,ferrari,data/ferrari/7488998064514993430.mp3,"Ho fatto un regalo pazzesco al mio fidanzato, oggi avrà l'opportunità di guidare una vera Supercar su pista, un'esperienza unica, piena di adrenalina e velocità. In pista si respira pura passione per i motori. La Supercar che ha scelto per questa incredibile avventura è la Ferrari 812 Superfast e ovviamente non vede l'ora di scendere in pista. Questa esperienza è pura adrenalina, un'emozione che non...",405,"I made a crazy gift to my boyfriend, today he will have the opportunity to drive a real supercar on the track, a unique experience, full of adrenaline and speed. On the track you can breathe pure passion for engines. The supercar he has chosen for this incredible adventure is the Ferrari 812 Superfast and obviously he can't wait to take to the track. This experience is pure adrenaline, an emotion that does not ...",0.20669642857142856,positive,0.64375
83,84,116,ferrari812superfast,7.47972702869088e+18,https://www.tiktok.com/@rseitalia/video/7479727028690881814,2025-03-31 00:00:00,2025-05-18 00:00:00,6568026,0.0013813891723327,8631,102,340,ferrari,data/ferrari/7479727028690881814.mp3,Libuhon motorcycles handsaamaton,32,Libuhon Motorcycles Handicated,0.0,neutral,0.0
84,85,117,ferrari812superfast,7.41147151806605e+18,https://www.tiktok.com/@horrorblegamer/video/7411471518066052358,2024-09-02 00:00:00,2025-05-25 00:00:00,5079076,0.0644583778624301,309280,4029,14080,ferrari,data/ferrari/7411471518066052358.mp3,Geography,9,Geography,0.0,neutral,0.0
85,86,118,ferrari812superfast,7.47435538547906e+18,https://www.tiktok.com/@ashrafitaly7/video/7474355385479056695,2025-02-17 00:00:00,2025-05-25 00:00:00,3033569,0.131885577680943,374251,2869,22964,ferrari,data/ferrari/7474355385479056695.mp3,FEDERAL FEDERAL FEDERAL FEDERAL FEDERAL,39,FEDERAL FEDERAL FEDERAL FEDERAL FEDERAL,0.0,neutral,0.0
86,87,121,ferraricalifornia,7.49636038216495e+18,https://www.tiktok.com/@jeniferxu/video/7496360382164946183,2025-04-21 00:00:00,2025-05-25 00:00:00,623758,0.0533540251187159,32026,213,1041,ferrari,data/ferrari/7496360382164946183.mp3,Tinggi 158 cm naik ke baris kedua dari Ferrari California T,59,Height 158 ​​cm rose to the second row from Ferrari California T,0.3,positive,0.475
87,88,122,ferraricalifornia,7.47016840720012e+18,https://www.tiktok.com/@kerajaan_prabumotor/video/7470168407200124165,2025-02-10 00:00:00,2025-05-25 00:00:00,618203,0.022686722646121,13431,308,286,ferrari,data/ferrari/7470168407200124165.mp3,Tadi semuanya duskan Utilek Basiti! Saya yang selalu Terbuahin aku seakan Terbang Melayak Tapi gini kentanglah Gila!,116,"Earlier everything was basiti utilk! I am always devoted to me as if flying, but like this potato crazy!",-0.375,negative,0.7
88,89,123,ferraricalifornia,7.36012862107738e+18,https://www.tiktok.com/@aerrowss/video/7360128621077384479,2024-09-02 00:00:00,2025-05-25 00:00:00,361350,0.0679147640791476,22311,100,2130,ferrari,data/ferrari/7360128621077384479.mp3,"""...beeperiettech...",20,"""...beeperiettech...",0.0,neutral,0.0
89,90,124,ferraricalifornia,7.23349980253153e+18,https://www.tiktok.com/@kenphoto_gt/video/7233499802531532038,2024-09-02 00:00:00,2025-05-25 00:00:00,359251,0.0148113714366835,5143,88,90,ferrari,data/ferrari/7233499802531532038.mp3,Podrás humillarme en el fútbol pero aquí me la pelas.,53,You can humiliate me in football but here I pee.,0.0,neutral,0.0
90,91,125,ferraridaytona,7.46208486149122e+18,https://www.tiktok.com/@car.nales/video/7462084861491219718,2025-01-20 00:00:00,2025-05-25 00:00:00,1218733,0.129645295565148,144543,996,12464,ferrari,data/ferrari/7462084861491219718.mp3,Este es el nuevo Ferrari 2D Chichilindri Y es el primero en Latinoamérica Este cabalino rampante tiene motor B12 naturalmente aspirado lo que significa que no es hibrido no tiene turbos de 6.5 litros que genera 818 caballos de fuerza y además está cubierto en fibra de carbono Tiene el mismo motor que el 812 se competicioné pero mejorado Tienes dos aeroflabs dinámicos para generar downforce Tienes este difusor enorme de fibra de carbono y una cajuela bastante amplia y además escucha de no-mans,497,This is the new Ferrari 2D Chichilindri and it is the first in Latin America this rampant Kabin has naturally aspirated B12 which means that it is not hybrid does not have 6.5 -liter turbos that generates 818 horsepower and is also covered in carbon fiber has the same engine that the 812 was competitive but improved you have two dynamic aeroflabs to generate DownForce you have this huge diffuser. carbon fiber and a fairly wide trunk and also listen to non-mans,0.11233766233766232,positive,0.3970779220779221
91,92,126,ferraridaytona,7.41903198713183e+18,https://www.tiktok.com/@milybritoo/video/7419031987131829510,2024-09-23 00:00:00,2025-05-25 00:00:00,655197,0.190408380990755,116972,134,7649,ferrari,data/ferrari/7419031987131829510.mp3,What? Tyler isn't here.,23,What? Tyler isn't here.,0.0,neutral,0.0
92,93,127,ferraridaytona,7.4452871946018e+18,https://www.tiktok.com/@brickducks/video/7445287194601803030,2024-12-02 00:00:00,2025-05-25 00:00:00,408599,0.037131759989623,13063,479,1630,ferrari,data/ferrari/7445287194601803030.mp3,"U nas nie ma rzeczy niemożliwych. Przyjechało nawet Porsche GT3 RS. Nie pasuje wam pomarańcz, no ale lubię w stylowym białym. A jak wam całkiem nie pasuje 4 koła, możecie przesiać się na doba. Nie pasuje wam jeździć w kasku, a lubicie wiatwe włosach. Nic trudnego. Z motoru zejść, śmigłowie czwiąść. Ale żeby oberzeć swój domek z lotu ptaka, najpierw musisz czwąć maszynu i go wybudować.",387,"Nothing is impossible with us. Even Porsche GT3 RS came. You don't like orange, but I like in stylish white. And if you do not like 4 wheels completely, you can sift a day. You don't like riding a helmet, and you like wind hair. Nothing difficult. Get down from the motorbike, the propellers of the freak. But to tie your house from a bird's eye view, you must first four of the machine and build it.",-0.06746031746031746,negative,0.5746031746031746
93,94,128,ferraridaytona,7.46397509589207e+18,https://www.tiktok.com/@gdecollection/video/7463975095892069665,2025-01-20 00:00:00,2025-05-25 00:00:00,248673,0.155087202872849,34752,120,3694,ferrari,data/ferrari/7463975095892069665.mp3,"You're out of touch, I'm out of time, But I'm out of my head when you're not around. You're out of touch, I'm out of time, But I'm out of my head when you're not around.",169,"You're out of touch, I'm out of time, But I'm out of my head when you're not around. You're out of touch, I'm out of time, But I'm out of my head when you're not around.",0.0,neutral,0.0
94,95,129,ferraridaytona,7.44874033404709e+18,https://www.tiktok.com/@jks_161/video/7448740334047087894,2024-12-09 00:00:00,2025-05-25 00:00:00,225507,0.199306451684427,43622,81,1242,ferrari,data/ferrari/7448740334047087894.mp3,"Bota na boca, bota na cara, bota onde quisir, se, se, se ser Bota na boca, bota na cara, bota onde quisir Com o miú miú, olhe aí, quis comer minha teta pequena",159,"Put your mouth, put in your face, boot where you wanted, if, if, if you are boot in your mouth, put in your face, boot where you wanted with the miú miú, look there, wanted to eat my small tissue",-0.25,negative,0.4
95,96,130,ferraridaytonasp3,7.44979793505266e+18,https://www.tiktok.com/@naomi_and_ken/video/7449797935052655894,2024-12-16 00:00:00,2025-05-25 00:00:00,4136600,0.0975233283372818,366829,1016,35570,ferrari,data/ferrari/7449797935052655894.mp3,"I'm making some food. Forget about the rest. If you follow the secrets, I swear that I won't fast. Look over in trouble. I don't care where you've been. The only thing that matters now is where the next room is. And right there, lights are shining on us. That beat is so tight, it makes you want us. Get up, get down. Like there's no tomorrow. Like there's no tomorrow. Like there's no tomorrow.",395,"I'm making some food. Forget about the rest. If you follow the secrets, I swear that I won't fast. Look over in trouble. I don't care where you've been. The only thing that matters now is where the next room is. And right there, lights are shining on us. That beat is so tight, it makes you want us. Get up, get down. Like there's no tomorrow. Like there's no tomorrow. Like there's no tomorrow.",-0.006916099773242633,negative,0.4157596371882086
96,97,131,ferraridaytonasp3,7.4156295931488e+18,https://www.tiktok.com/@ferrari/video/7415629593148804385,2024-09-16 00:00:00,2025-05-25 00:00:00,2457884,0.116325668745962,276125,817,8973,ferrari,data/ferrari/7415629593148804385.mp3,"And now, I'm taking her to the museum. Hey everyone! Do you recognize the Ferrari behind me? That's my Ferrari Daytona SP3 that I have customized here in Manelo with the tail of Métis. The Ferrari Daytona SP3 is one of my favorite models. I had a lot of fun actually customizing the car thinking about all the smallest details. Bye!",332,"And now, I'm taking her to the museum. Hey everyone! Do you recognize the Ferrari behind me? That's my Ferrari Daytona SP3 that I have customized here in Manelo with the tail of Métis. The Ferrari Daytona SP3 is one of my favorite models. I had a lot of fun actually customizing the car thinking about all the smallest details. Bye!",0.09999999999999999,positive,0.5
97,98,132,ferraridaytonasp3,7.41080271457939e+18,https://www.tiktok.com/@flashtv_notizie/video/7410802714579389729,2024-09-02 00:00:00,2025-05-25 00:00:00,1431197,0.0435404769573999,58139,3455,721,ferrari,data/ferrari/7410802714579389729.mp3,Merci. C'est une dernière photo.,32,THANKS. This is a last photo.,0.1,positive,0.13333333333333333
