Hashtag,item_id,TikTok Link,Start Week Day,End Week Day,Video views,Engagement rate,Like count,Comment count,Share count,brand,audio_path,transcription
ferrari488gtb,7478585926189337878,https://www.tiktok.com/@rseitalia/video/7478585926189337878,2025-03-03 00:00:00,2025-05-25 00:00:00,1088268,0.0019746974090940833,2062,13,74,ferrari,data/ferrari/7478585926189337878.mp3, ლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლ�
ferrari488pista,7482213702125489416,https://www.tiktok.com/@steve16_2002/video/7482213702125489416,2025-03-10 00:00:00,2025-05-25 00:00:00,2811932,0.12156730674852735,299106,5076,37657,ferrari,data/ferrari/7482213702125489416.mp3," Keep dancing all night long. You shake that, I just you said. I learned the way you move that. DJ just play."
ferrari488pista,7433903799561129262,https://www.tiktok.com/@supercarconnection/video/7433903799561129262,2024-11-04 00:00:00,2025-05-25 00:00:00,1982012,0.07357119936710776,143212,1161,1446,ferrari,data/ferrari/7433903799561129262.mp3," Pista or SF90 for 450. Pista. Pista all the way. Pista. And you guys are going to sit down. I'm going to SF90. Actually, bro, you're talking about a thousand horsepower for 450. We mean the pieces just so much more fun to drive. So much more. So what makes it more fun to drive? It just like tingles your spine more. I don't know. The steering feel on the piece is better. The suspension is nicer. It communicates. I agree. Or it it's just more special. Sounds better. It's more special. It looks cooler. It looks way better. If you guys want to just look at my tail."
ferrari488pista,7483930463388585271,https://www.tiktok.com/@rgbyxs/video/7483930463388585271,2025-03-17 00:00:00,2025-05-25 00:00:00,1250103,0.10984454880917813,131921,882,4514,ferrari,data/ferrari/7483930463388585271.mp3," All about me, that's the energy, that's the limit, everything, I'm a 10 piece baby Bedroom fully in a bando, he gon' make it flip through it with no handles Never switch your sides, only switchin' angles Ooh, we gon' pay the light when I'm gone What it is, ho, what's up? Every good girl needs a lift up Every rock boy needs a little love If you put it down, I'mma pick it up, but it's not me"
ferrari488pista,7464942548155452678,https://www.tiktok.com/@solodeportes.ok/video/7464942548155452678,2025-01-27 00:00:00,2025-05-25 00:00:00,1107071,0.0028570886600769057,2932,26,205,ferrari,data/ferrari/7464942548155452678.mp3," Encontrar toda la colección de Puma, Ferrari, Motorsports en www.solio-fortes.com.br Con 6 botas sin interés"
ferrari488pista,7476705127190023431,https://www.tiktok.com/@kexcars/video/7476705127190023431,2025-02-24 00:00:00,2025-05-25 00:00:00,1091352,0.2812722201452877,271360,812,34795,ferrari,data/ferrari/7476705127190023431.mp3, And I'll see you in the next video. Bye. Bye. Bye. Bye.
ferrari488spider,7355109435175472400,https://www.tiktok.com/@azemcars/video/7355109435175472400,2024-09-02 00:00:00,2025-05-25 00:00:00,1004868,0.05818177113809973,56308,616,1541,ferrari,data/ferrari/7355109435175472400.mp3,
ferrari488spider,7279451394388675846,https://www.tiktok.com/@the.autohall/video/7279451394388675846,2024-09-02 00:00:00,2025-05-25 00:00:00,386885,0.012988355712937954,4810,114,101,ferrari,data/ferrari/7279451394388675846.mp3," Ini adalah contoh penggunaan mobil Ferrari yang salah. Taukah kamu, pada Ferrari 488 Pista ini, terdapat lubang pada bagian depan mobil, bagian ini dinamakan SDOT yang merupakan teknologi yang diadaptasi dari mobil balep Ferrari F1 yang berfungsi untuk meningkatkan downforce dan juga stability. Nah, sekarang kamu sudah tahu, jangan lupa untuk share ke teman-teman kamu ya."
ferrari488spider,7251139474975952133,https://www.tiktok.com/@kingpinos/video/7251139474975952133,2024-09-02 00:00:00,2025-05-25 00:00:00,318395,0.05195433345372886,16127,132,283,ferrari,data/ferrari/7251139474975952133.mp3, May sundot first of all! Hey! Hi! Ang ganda naman na sundot! I love you!
ferrari488spider,7411631688775716129,https://www.tiktok.com/@nicolas_longobardi/video/7411631688775716129,2024-09-02 00:00:00,2025-05-25 00:00:00,189633,0.07606798394794155,13428,125,872,ferrari,data/ferrari/7411631688775716129.mp3,
ferrari488spider,7490963041031425302,https://www.tiktok.com/@daytonabarbie/video/7490963041031425302,2025-04-07 00:00:00,2025-05-25 00:00:00,187771,0.08068871124934095,14228,117,806,ferrari,data/ferrari/7490963041031425302.mp3," Kauft ihn bis da 4, 8, 8, 1 von 1 Das Gefühl, wenn das Geld alle wund'n'n'ight Fööö, Pulle Katir und ich zöööö Auf meinen Schoß, mein B..."
ferrari512bb,7397515205640604961,https://www.tiktok.com/@7luxurywheels7/video/7397515205640604961,2024-09-02 00:00:00,2025-05-25 00:00:00,271281,0.057121582418230545,14542,72,882,ferrari,data/ferrari/7397515205640604961.mp3," You wanted, I wanted, she wanted, so come get it We forget, no regret, tonight I'ma make you taste it Come y'all now, why no more, shake your body and lose control Come y'all now, let them know, drop it down, now move it slow Come y'all now, why no more, shake your body and shake that ass Come y'all now, look so hard"
ferrari512bb,7407487571195972870,https://www.tiktok.com/@mateospots/video/7407487571195972870,2024-09-02 00:00:00,2025-05-25 00:00:00,232090,0.1329958205868413,29058,19,1790,ferrari,data/ferrari/7407487571195972870.mp3, Outro
ferrari512bb,7397576225247530273,https://www.tiktok.com/@7luxurywheels7/video/7397576225247530273,2024-09-02 00:00:00,2025-05-25 00:00:00,220252,0.07480976336196721,15573,75,829,ferrari,data/ferrari/7397576225247530273.mp3," I wanted, I wanted, she wanted, so committed We forget, no regret, tonight I'ma make you taste it Go get a long wine, don't know, shake your body and lose control Go get a long, let them know, drop it down on you, it's low Go get a long wine, don't force it, shake your body and shake that ass Oh, young girl, look so bad, look young"
ferrari512bb,7397903319546514721,https://www.tiktok.com/@7luxurywheels7/video/7397903319546514721,2024-09-02 00:00:00,2025-05-25 00:00:00,156000,0.07358974358974359,10871,39,570,ferrari,data/ferrari/7397903319546514721.mp3," You wanted, I wanted, she wanted, so come get it We forget, no regret, tonight I'ma make you taste it Come y'all now, why no more, shake your body and lose control Come y'all now, let them know, drop it down, now move it slow Come y'all now, why no more, shake your body and shake that ass Come y'all now, look so hard"
ferrari512bb,7425241546829630752,https://www.tiktok.com/@eddy___300/video/7425241546829630752,2024-10-07 00:00:00,2025-05-25 00:00:00,99595,0.05501280184748231,4924,59,496,ferrari,data/ferrari/7425241546829630752.mp3,一個.
ferrari612scaglietti,7397515205640604961,https://www.tiktok.com/@7luxurywheels7/video/7397515205640604961,2024-09-02 00:00:00,2025-05-25 00:00:00,271279,0.05712200354616465,14542,72,882,ferrari,data/ferrari/7397515205640604961.mp3," You wanted, I wanted, she wanted, so come get it We forget, no regret, tonight I'ma make you taste it Come y'all now, why no more, shake your body and lose control Come y'all now, let them know, drop it down, now move it slow Come y'all now, why no more, shake your body and shake that ass Come y'all now, look so hard"
ferrari612scaglietti,7407487571195972870,https://www.tiktok.com/@mateospots/video/7407487571195972870,2024-09-02 00:00:00,2025-05-25 00:00:00,232093,0.13299841012008118,29059,19,1790,ferrari,data/ferrari/7407487571195972870.mp3, Outro
ferrari612scaglietti,7397576225247530273,https://www.tiktok.com/@7luxurywheels7/video/7397576225247530273,2024-09-02 00:00:00,2025-05-25 00:00:00,220247,0.0748069213201542,15572,75,829,ferrari,data/ferrari/7397576225247530273.mp3," I wanted, I wanted, she wanted, so committed We forget, no regret, tonight I'ma make you taste it Go get a long wine, don't know, shake your body and lose control Go get a long, let them know, drop it down on you, it's low Go get a long wine, don't force it, shake your body and shake that ass Oh, young girl, look so bad, look young"
ferrari612scaglietti,7397903319546514721,https://www.tiktok.com/@7luxurywheels7/video/7397903319546514721,2024-09-02 00:00:00,2025-05-25 00:00:00,156000,0.07358974358974359,10871,39,570,ferrari,data/ferrari/7397903319546514721.mp3," You wanted, I wanted, she wanted, so come get it We forget, no regret, tonight I'ma make you taste it Come y'all now, why no more, shake your body and lose control Come y'all now, let them know, drop it down, now move it slow Come y'all now, why no more, shake your body and shake that ass Come y'all now, look so hard"
ferrari612scaglietti,7474612154738412806,https://www.tiktok.com/@lu.semua.keren/video/7474612154738412806,2025-02-24 00:00:00,2025-05-25 00:00:00,153877,0.11093925667903586,15592,90,1389,ferrari,data/ferrari/7474612154738412806.mp3," Don't play around, Derbysterino, plug Aussie jokes in VJ foranky meme from green movies Oh please, watch my Senators Show in previews"
ferrari812competizione,7480585300784237831,https://www.tiktok.com/@vlcarvn/video/7480585300784237831,2025-03-10 00:00:00,2025-05-25 00:00:00,2196784,0.17709615510673785,353563,1650,33829,ferrari,data/ferrari/7480585300784237831.mp3, Kneeling Hahaha
ferrari812competizione,7478371723826531606,https://www.tiktok.com/@tto_visualsss/video/7478371723826531606,2025-03-03 00:00:00,2025-05-25 00:00:00,1302601,0.19824412847832912,240652,557,17024,ferrari,data/ferrari/7478371723826531606.mp3,
ferrari812competizione,7462084861491219718,https://www.tiktok.com/@car.nales/video/7462084861491219718,2025-01-20 00:00:00,2025-05-25 00:00:00,1218462,0.1296642816928226,144531,996,12464,ferrari,data/ferrari/7462084861491219718.mp3, Este es el nuevo Ferrari 2D Chichilindri Y es el primero en Latinoamérica Este cabalino rampante tiene motor B12 naturalmente aspirado lo que significa que no es hibrido no tiene turbos de 6.5 litros que genera 818 caballos de fuerza y además está cubierto en fibra de carbono Tiene el mismo motor que el 812 se competicioné pero mejorado Tienes dos aeroflabs dinámicos para generar downforce Tienes este difusor enorme de fibra de carbono y una cajuela bastante amplia y además escucha de no-mans
ferrari812competizione,7476705127190023431,https://www.tiktok.com/@kexcars/video/7476705127190023431,2025-02-24 00:00:00,2025-05-25 00:00:00,1091380,0.28127050156682365,271366,812,34795,ferrari,data/ferrari/7476705127190023431.mp3," Think about it, km test."
ferrari812competizione,7458774604530650375,https://www.tiktok.com/@exoticswithkamal/video/7458774604530650375,2025-01-06 00:00:00,2025-05-25 00:00:00,967479,0.029538625644587636,25897,392,2289,ferrari,data/ferrari/7458774604530650375.mp3, طب شو أخير أسيارة موجودة في مقصد؟ ات 12 كومبتتشونة كومبتشونة اعجل عربية مرخصة في التاريخ مصر شو مصر أعتقد أنه ديسة عراها ممكن يكون معدي الم250 مليون جنيه مصر ايه رخم بخيرو
ferrari812gts,7438592973815827745,https://www.tiktok.com/@ms_gho5t/video/7438592973815827745,2024-11-18 00:00:00,2025-05-25 00:00:00,2205425,0.14129294807123344,286912,2610,22089,ferrari,data/ferrari/7438592973815827745.mp3, That is loud! It's perfect! Hit my car! Hit! Hit! Hit! Hit! Hit! Hit! Hit! Hit! Hit! Hit! Oh my god! Hit!
ferrari812gts,7484859402332245290,https://www.tiktok.com/@kevinpakmancars/video/7484859402332245290,2025-03-17 00:00:00,2025-05-25 00:00:00,2100444,0.1864572442778765,363588,440,27615,ferrari,data/ferrari/7484859402332245290.mp3, You know Like a way sit on brown
ferrari812gts,7412653278866967838,https://www.tiktok.com/@coralcars/video/7412653278866967838,2024-09-09 00:00:00,2025-05-25 00:00:00,2063128,0.2117440120050719,415473,505,20877,ferrari,data/ferrari/7412653278866967838.mp3," Hey, you know I'm a slaughter like I'm chasing Like a way to don't brown"
ferrari812gts,7454538664559791378,https://www.tiktok.com/@bigbike.hypercar/video/7454538664559791378,2024-12-30 00:00:00,2025-05-25 00:00:00,1206476,0.10010062363445274,117809,435,2525,ferrari,data/ferrari/7454538664559791378.mp3, Bitixx
ferrari812gts,7476705127190023431,https://www.tiktok.com/@kexcars/video/7476705127190023431,2025-02-24 00:00:00,2025-05-25 00:00:00,1091395,0.28127030085349486,271370,812,34795,ferrari,data/ferrari/7476705127190023431.mp3, or
ferrari812superfast,7488998064514993430,https://www.tiktok.com/@rseitalia/video/7488998064514993430,2025-04-07 00:00:00,2025-05-25 00:00:00,7816930,0.0008571139820875971,6304,140,256,ferrari,data/ferrari/7488998064514993430.mp3," Ho fatto un regalo pazzesco al mio fidanzato, oggi avrà l'opportunità di guidare una vera Supercar su pista, un'esperienza unica, piena di adrenalina e velocità. In pista si respira pura passione per i motori. La Supercar che ha scelto per questa incredibile avventura è la Ferrari 812 Superfast e ovviamente non vede l'ora di scendere in pista. Questa esperienza è pura adrenalina, un'emozione che non..."
ferrari812superfast,7479727028690881814,https://www.tiktok.com/@rseitalia/video/7479727028690881814,2025-03-31 00:00:00,2025-05-18 00:00:00,6568026,0.0013813891723327527,8631,102,340,ferrari,data/ferrari/7479727028690881814.mp3, Libuhon motorcycles handsaamaton
ferrari812superfast,7411471518066052358,https://www.tiktok.com/@horrorblegamer/video/7411471518066052358,2024-09-02 00:00:00,2025-05-25 00:00:00,5079076,0.0644583778624301,309280,4029,14080,ferrari,data/ferrari/7411471518066052358.mp3, Geography
ferrari812superfast,7474355385479056695,https://www.tiktok.com/@ashrafitaly7/video/7474355385479056695,2025-02-17 00:00:00,2025-05-25 00:00:00,3033569,0.1318855776809428,374251,2869,22964,ferrari,data/ferrari/7474355385479056695.mp3, FEDERAL FEDERAL FEDERAL FEDERAL FEDERAL
ferrari812superfast,7418256656900902177,https://www.tiktok.com/@rseitalia/video/7418256656900902177,2024-09-23 00:00:00,2024-12-15 00:00:00,2220457,0.0022297211790185535,4642,36,273,ferrari,data/ferrari/7418256656900902177.mp3,
ferraricalifornia,7475320664971398407,https://www.tiktok.com/@shanghai9998/video/7475320664971398407,2025-02-24 00:00:00,2025-05-25 00:00:00,2162290,0.024519375291935864,50994,205,1819,ferrari,data/ferrari/7475320664971398407.mp3,會讓你想起最愛我的時光
ferraricalifornia,7496360382164946183,https://www.tiktok.com/@jeniferxu/video/7496360382164946183,2025-04-21 00:00:00,2025-05-25 00:00:00,623758,0.05335402511871591,32026,213,1041,ferrari,data/ferrari/7496360382164946183.mp3, Tinggi 158 cm naik ke baris kedua dari Ferrari California T
ferraricalifornia,7470168407200124165,https://www.tiktok.com/@kerajaan_prabumotor/video/7470168407200124165,2025-02-10 00:00:00,2025-05-25 00:00:00,618203,0.022686722646121097,13431,308,286,ferrari,data/ferrari/7470168407200124165.mp3, Tadi semuanya duskan Utilek Basiti! Saya yang selalu Terbuahin aku seakan Terbang Melayak Tapi gini kentanglah Gila!
ferraricalifornia,7360128621077384479,https://www.tiktok.com/@aerrowss/video/7360128621077384479,2024-09-02 00:00:00,2025-05-25 00:00:00,361350,0.06791476407914764,22311,100,2130,ferrari,data/ferrari/7360128621077384479.mp3," ""...beeperiettech..."
ferraricalifornia,7233499802531532038,https://www.tiktok.com/@kenphoto_gt/video/7233499802531532038,2024-09-02 00:00:00,2025-05-25 00:00:00,359251,0.014811371436683544,5143,88,90,ferrari,data/ferrari/7233499802531532038.mp3, Podrás humillarme en el fútbol pero aquí me la pelas.
ferraridaytona,7462084861491219718,https://www.tiktok.com/@car.nales/video/7462084861491219718,2025-01-20 00:00:00,2025-05-25 00:00:00,1218733,0.1296452955651484,144543,996,12464,ferrari,data/ferrari/7462084861491219718.mp3, Este es el nuevo Ferrari 2D Chichilindri Y es el primero en Latinoamérica Este cabalino rampante tiene motor B12 naturalmente aspirado lo que significa que no es hibrido no tiene turbos de 6.5 litros que genera 818 caballos de fuerza y además está cubierto en fibra de carbono Tiene el mismo motor que el 812 se competicioné pero mejorado Tienes dos aeroflabs dinámicos para generar downforce Tienes este difusor enorme de fibra de carbono y una cajuela bastante amplia y además escucha de no-mans
ferraridaytona,7419031987131829510,https://www.tiktok.com/@milybritoo/video/7419031987131829510,2024-09-23 00:00:00,2025-05-25 00:00:00,655197,0.19040838099075547,116972,134,7649,ferrari,data/ferrari/7419031987131829510.mp3, What? Tyler isn't here.
ferraridaytona,7445287194601803030,https://www.tiktok.com/@brickducks/video/7445287194601803030,2024-12-02 00:00:00,2025-05-25 00:00:00,408599,0.03713175998962308,13063,479,1630,ferrari,data/ferrari/7445287194601803030.mp3," U nas nie ma rzeczy niemożliwych. Przyjechało nawet Porsche GT3 RS. Nie pasuje wam pomarańcz, no ale lubię w stylowym białym. A jak wam całkiem nie pasuje 4 koła, możecie przesiać się na doba. Nie pasuje wam jeździć w kasku, a lubicie wiatwe włosach. Nic trudnego. Z motoru zejść, śmigłowie czwiąść. Ale żeby oberzeć swój domek z lotu ptaka, najpierw musisz czwąć maszynu i go wybudować."
ferraridaytona,7463975095892069665,https://www.tiktok.com/@gdecollection/video/7463975095892069665,2025-01-20 00:00:00,2025-05-25 00:00:00,248673,0.15508720287284908,34752,120,3694,ferrari,data/ferrari/7463975095892069665.mp3," You're out of touch, I'm out of time, But I'm out of my head when you're not around. You're out of touch, I'm out of time, But I'm out of my head when you're not around."
ferraridaytona,7448740334047087894,https://www.tiktok.com/@jks_161/video/7448740334047087894,2024-12-09 00:00:00,2025-05-25 00:00:00,225507,0.19930645168442665,43622,81,1242,ferrari,data/ferrari/7448740334047087894.mp3," Bota na boca, bota na cara, bota onde quisir, se, se, se ser Bota na boca, bota na cara, bota onde quisir Com o miú miú, olhe aí, quis comer minha teta pequena"
ferraridaytonasp3,7449797935052655894,https://www.tiktok.com/@naomi_and_ken/video/7449797935052655894,2024-12-16 00:00:00,2025-05-25 00:00:00,4136600,0.09752332833728182,366829,1016,35570,ferrari,data/ferrari/7449797935052655894.mp3," I'm making some food. Forget about the rest. If you follow the secrets, I swear that I won't fast. Look over in trouble. I don't care where you've been. The only thing that matters now is where the next room is. And right there, lights are shining on us. That beat is so tight, it makes you want us. Get up, get down. Like there's no tomorrow. Like there's no tomorrow. Like there's no tomorrow."
ferraridaytonasp3,7415629593148804385,https://www.tiktok.com/@ferrari/video/7415629593148804385,2024-09-16 00:00:00,2025-05-25 00:00:00,2457884,0.11632566874596198,276125,817,8973,ferrari,data/ferrari/7415629593148804385.mp3," And now, I'm taking her to the museum. Hey everyone! Do you recognize the Ferrari behind me? That's my Ferrari Daytona SP3 that I have customized here in Manelo with the tail of Métis. The Ferrari Daytona SP3 is one of my favorite models. I had a lot of fun actually customizing the car thinking about all the smallest details. Bye!"
ferraridaytonasp3,7410802714579389729,https://www.tiktok.com/@flashtv_notizie/video/7410802714579389729,2024-09-02 00:00:00,2025-05-25 00:00:00,1431197,0.043540476957399994,58139,3455,721,ferrari,data/ferrari/7410802714579389729.mp3, Merci. C'est une dernière photo.
ferraridaytonasp3,7493215822010256662,https://www.tiktok.com/@bogdan_mirica/video/7493215822010256662,2025-04-14 00:00:00,2025-05-25 00:00:00,878258,0.05106699853573779,37301,961,6588,ferrari,data/ferrari/7493215822010256662.mp3," Acesta este cel mai nou Ferrari intrat in colecția domnului Ion Tiriac expus la muzeul din Otopeni. Hai să la uzi în puțin. Asta este cheia lui Ferrari Daytona SP3, așa arată la deschidere. Mășina asta se produce în doar 599 de exemplare. Prețul unui a este de 2,3 milioane de euro. Că să deschid sportier a făcut un effort, te apled și apesc aici."
ferraridaytonasp3,7394501396046843169,https://www.tiktok.com/@cariviera/video/7394501396046843169,2024-09-02 00:00:00,2025-05-25 00:00:00,689359,0.14031730926846533,89128,232,7369,ferrari,data/ferrari/7394501396046843169.mp3, When I suck it out like in your eyes You better call me like you mean it Tell me you'll never wanna lose me Tell me you'll never wanna lose me
ferrarienzo,7441814473532362039,https://www.tiktok.com/@luismaba_/video/7441814473532362039,2024-11-25 00:00:00,2025-05-25 00:00:00,1583049,0.0929029992122796,142692,1060,3318,ferrari,data/ferrari/7441814473532362039.mp3," A los de Gas Monkey se les pasó la mano y crearon una bestia. Imagínate tomar uno de los coches más icónicos de Ferrari, el F40, y modificarlo. Eso es justo lo que hicieron, y la polémica no se hizo esperar. Gas Monkey, mejor que Ferrari. Todo empezó cuando encontraron este F40, destrozado tras un accidente. La mayoría lo habría enviado al museo del desastre, pero ellos decidieron revivirlo y hacerlo a su manera. Le metieron más de 700 caballos de fuerza al motor. Lo pintaron en un negro mate brutal y hasta le cagaron."
ferrarienzo,7426806651988069665,https://www.tiktok.com/@mr_sarky/video/7426806651988069665,2024-10-14 00:00:00,2025-05-25 00:00:00,1372475,0.13480099819668848,172583,1204,11224,ferrari,data/ferrari/7426806651988069665.mp3," Ferrari ya ha anunciado su nuevo coche que va directo al olimpo en Maranello. Estamos hablando de nuevo Ferrari F80. Este nuevo supercoche de Ferrari te podrá parecer más feo o más bonito que sus antecesores, como por ejemplo el La Ferrari. Y si es cierto que lo tiene muy complicado, pero vosotros en los comentarios me vais a dejar vuestra opinión. Ahora bien, vamos con el corazón de este nuevo F80, que va a tener un motor híbrido de 1.200 caballos de potencia. Eso sí, con un motor de combustión."
ferrarienzo,7449734303329930503,https://www.tiktok.com/@indy.withcars/video/7449734303329930503,2024-12-16 00:00:00,2025-05-25 00:00:00,1354047,0.13878100243196875,177778,790,9348,ferrari,data/ferrari/7449734303329930503.mp3, Thanks for watching!
ferrarienzo,7460169722026380587,https://www.tiktok.com/@mychal_dre/video/7460169722026380587,2025-01-13 00:00:00,2025-05-25 00:00:00,1077479,0.12012113461144022,122822,928,5678,ferrari,data/ferrari/7460169722026380587.mp3," Oh my god! Holy shit! Holy shit! Well, welcome to Babson College. There is a fucking Ferrari Enzo."
ferrarienzo,7426854840510237995,https://www.tiktok.com/@realbrianmello/video/7426854840510237995,2024-10-14 00:00:00,2025-05-25 00:00:00,883804,0.1328258301614385,107766,2328,7298,ferrari,data/ferrari/7426854840510237995.mp3," The new 2026 Ferrari F80 Hypercar has finally been revealed as the successor to the LaFerrari, and there's a lot to discuss, but let's start with the power plant. First we've got a turbocharged 3.0-liter V6 that revs to 9200 RPM, making 888 horsepower and 627 pound-feet of torque. And it works along with three electric motors, two up front and one between the engine and the 8-speed dual clutch transmission. Getting another 296."
ferrarif40,7441547658512141611,https://www.tiktok.com/@veloceesports/video/7441547658512141611,2024-11-25 00:00:00,2025-05-25 00:00:00,4365393,0.17368516419942032,723519,3468,31217,ferrari,data/ferrari/7441547658512141611.mp3," Where you go and go, what you see I see I know I'll never be new without the security All your loving arms keeping me from harm Put your hand in my hand and we'll start again I know I'll never be new without the security"
ferrarif40,7439409595254066464,https://www.tiktok.com/@pwuftalkscars/video/7439409595254066464,2024-11-18 00:00:00,2025-05-25 00:00:00,3982573,0.15386334412451447,596579,2818,13375,ferrari,data/ferrari/7439409595254066464.mp3," You should not buy a Ferrari F40 until you've seen this video. The paint was so thin to save weight that you can see the Kevlar and carbon fiber weave. You also get a cord for your door handles along with roll down windows, no power steering, no carpets and no radio but you do get air con along with no ABS and no traction control. You get a 5 speed dog-like transmission which means that first gear is down here rather than it being up there like most other cars. The pedals are completely off-center shifted all the way towards the right. You get no glove box but you do get some space over in the center console. Thank you for watching. Thank you. Thank you. Thank you. Thank you. Thank you. Thank you. Thank you. Thank you. Thank you. Thank you. Thank you. Thank you. Thank you. Thank you. Thank you. Thank you. Thank you. Thank you. Thank you. Thank you. Thank you. Thank you. Thank you. Thank you. Thank you. Thank you. Thank you. Thank you."
ferrarif40,7447586591154900266,https://www.tiktok.com/@becks.photography/video/7447586591154900266,2024-12-09 00:00:00,2025-05-25 00:00:00,3176133,0.1993732630214163,602458,1331,29447,ferrari,data/ferrari/7447586591154900266.mp3, Ever since I was a kid I've been a G. If I was you I would cut up my wrist Exotally all of a body of...
ferrarif40,7467315960538565930,https://www.tiktok.com/@remnantmedia/video/7467315960538565930,2025-02-03 00:00:00,2025-05-25 00:00:00,2770344,0.17574748839855267,432706,1783,52392,ferrari,data/ferrari/7467315960538565930.mp3,
ferrarif40,7483173291759275319,https://www.tiktok.com/@luis.e.simracing/video/7483173291759275319,2025-03-17 00:00:00,2025-05-25 00:00:00,2555680,0.09544622174920178,207047,1349,35534,ferrari,data/ferrari/7483173291759275319.mp3, Where you go I go Won't you see I see you I know I'll never be You without the security All your loving arms Keeping me from harm Put your hand in my hand And we'll stay In hopeless skies
ferrarif430,7479727028690881814,https://www.tiktok.com/@rseitalia/video/7479727028690881814,2025-03-31 00:00:00,2025-05-25 00:00:00,6568377,0.0013814675984645827,8632,102,340,ferrari,data/ferrari/7479727028690881814.mp3, Indian kiitok foremosti farmers
ferrarif430,7482731929788255495,https://www.tiktok.com/@banhgialoi/video/7482731929788255495,2025-03-17 00:00:00,2025-05-25 00:00:00,6307573,0.04154307845505712,255336,3351,3349,ferrari,data/ferrari/7482731929788255495.mp3," Xin chào anh, anh ơi, chị em xin tế em chụp con Harry của mình vài tấm nàng viện hiện nha ơn đúng rồi"
ferrarif430,7474081717637287210,https://www.tiktok.com/@crcrestored/video/7474081717637287210,2025-02-17 00:00:00,2025-05-25 00:00:00,2100214,0.02528456623944036,50590,675,1838,ferrari,data/ferrari/7474081717637287210.mp3, Music
ferrarif430,7476705127190023431,https://www.tiktok.com/@kexcars/video/7476705127190023431,2025-02-24 00:00:00,2025-05-25 00:00:00,1091399,0.2812701862471928,271371,812,34795,ferrari,data/ferrari/7476705127190023431.mp3, pacing the risk of brutalRedorphism and political violence inagar happen depending over how those
ferrarif430,7478585926189337878,https://www.tiktok.com/@rseitalia/video/7478585926189337878,2025-03-03 00:00:00,2025-05-25 00:00:00,1088253,0.0019747246274533586,2062,13,74,ferrari,data/ferrari/7478585926189337878.mp3, ლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლ�
ferrarif50,7454688630305508630,https://www.tiktok.com/@0o0oa1/video/7454688630305508630,2024-12-30 00:00:00,2025-05-25 00:00:00,5458352,0.03740671176941319,181172,6243,16764,ferrari,data/ferrari/7454688630305508630.mp3, سيارات صالح مولة مولة تقدين مولة المواكب الرسمي يعني البعض الناس فحتقول طبيعي رئيس مهورية يكون عدو عدد من السيارات بديو يستخدم الاستخدمة للضيوف او للمواكب بس هاي السيارات انت مثل ما عن جوف هي لا تستخدم للمواكب الرسمية ولا للضيوف هاي تستخدم فقط للنزع الشخصية ولا الهوة ما تستخدم لا ترفيق الضيوف او للمواكب الرسمية مثل هاي فيك اترافق في اضل مالو موجود وهذا قانون عالم دول في انواع موين اشكال موين
ferrarif50,7418260082078551326,https://www.tiktok.com/@esteban.vizcarra/video/7418260082078551326,2024-09-23 00:00:00,2025-05-25 00:00:00,4998830,0.08328928969378835,365809,3150,47390,ferrari,data/ferrari/7418260082078551326.mp3, yeah
ferrarif50,7466646239518461190,https://www.tiktok.com/@pikiuwuu/video/7466646239518461190,2025-01-27 00:00:00,2025-05-25 00:00:00,2783364,0.02610150882169921,69779,1081,1790,ferrari,data/ferrari/7466646239518461190.mp3, All I want is a K' Crew Alive
ferrarif50,7493314854644681990,https://www.tiktok.com/@eternal.58/video/7493314854644681990,2025-04-14 00:00:00,2025-05-25 00:00:00,1972700,0.21625893445531505,400839,596,25179,ferrari,data/ferrari/7493314854644681990.mp3, 뱁뱁뱁뱁뱁뱁뱁뱁뱁뱁뱁뱁뱁뱁뱁뱁뱁뱁뱁뱁뱁뱁뱁뱁뱁뱁뱁뱁뱁뱁뱁뱁뱁뱁뱁뱁뱁뱁뱁뱁뱁뱁뱁뱁뱁뱁뱁뱁뱁뱁뱁뱁뱁뱁뱁뱁뱁뱁뱁뱁뱁뱁뱁뱁뱁뱁뱁뱁뱁뱁뱁뱁뱁뱁�
ferrarif50,7426806651988069665,https://www.tiktok.com/@mr_sarky/video/7426806651988069665,2024-10-14 00:00:00,2025-05-25 00:00:00,1373214,0.13476850658382453,172637,1204,11225,ferrari,data/ferrari/7426806651988069665.mp3," Ferrari ya ha anunciado su nuevo coche que va directo al olimpo en Maranello. Estamos hablando de nuevo Ferrari F80. Este nuevo supercoche de Ferrari te podrá parecer más feo o más bonito que sus antecesores, como por ejemplo el La Ferrari. Y si es cierto que lo tiene muy complicado, pero vosotros en los comentarios me vais a dejar vuestra opinión. Ahora bien, vamos con el corazón de este nuevo F80, que va a tener un motor híbrido de 1.200 caballos de potencia. Eso sí, con un motor de combustión."
ferrarif8tributo,7479727028690881814,https://www.tiktok.com/@rseitalia/video/7479727028690881814,2025-03-31 00:00:00,2025-05-25 00:00:00,6568361,0.0013814709636087298,8632,102,340,ferrari,data/ferrari/7479727028690881814.mp3, refereraan. Suomenon.
